price,item_id,date2
.44999999,210204,01-06-2020
.63,210204,01-06-2020
.52999997,210204,01-06-2020
1.5,210204,01-06-2020
.52999997,210204,01-06-2020
1.5,210204,01-06-2020
.52999997,210204,01-06-2020
1.28,210204,01-06-2020
.52999997,210204,01-06-2020
.63,210204,01-06-2020
1.55,210204,01-06-2020
.44999999,210204,01-06-2020
.52999997,210204,01-06-2020
.52999997,210204,01-06-2020
.52999997,210204,01-06-2020
.52999997,210204,01-06-2020
1.55,210204,01-06-2020
.44999999,210204,01-06-2020
1.28,210204,01-06-2020
.52999997,210204,01-06-2020
1.55,210204,01-06-2020
.63,210204,01-06-2020
.55000001,210204,01-06-2020
.60000002,210204,01-06-2020
.60000002,210204,01-06-2020
.60000002,210204,01-06-2020
1.55,210204,01-06-2020
1,210204,01-06-2020
.52999997,210204,01-06-2020
.52999997,210204,01-06-2020
.52999997,210204,01-06-2020
.55000001,210204,01-06-2020
.52999997,210204,01-06-2020
1,210204,01-06-2020
1.55,210204,01-06-2020
.60000002,210204,01-06-2020
1.5,210204,01-06-2020
.63,210204,01-06-2020
.44999999,210204,01-06-2020
1,210204,01-06-2020
1.55,210204,01-06-2020
.52999997,210204,01-06-2020
1.5,210204,01-06-2020
.52999997,210204,01-06-2020
.52999997,210204,01-06-2020
.52999997,210204,01-06-2020
1.3,210204,01-06-2020
1.28,210204,01-06-2020
1.3,210204,01-06-2020
1,210204,01-06-2020
.60000002,210204,01-06-2020
.52999997,210204,01-06-2020
.60000002,210204,01-06-2020
1,210204,01-06-2020
.52999997,210204,01-06-2020
1.3,210204,01-06-2020
1.5,210204,01-06-2020
1.28,210204,01-06-2020
1.5,210204,01-06-2020
.60000002,210204,01-06-2020
.52999997,210204,01-06-2020
1.55,210204,01-06-2020
.55000001,210204,01-06-2020
.63,210204,01-06-2020
.44999999,210204,01-06-2020
1.55,210204,01-06-2020
.52999997,210204,01-06-2020
.44999999,210204,01-06-2020
.52999997,210204,01-06-2020
.52999997,210204,01-06-2020
.60000002,210204,01-06-2020
.63,210204,01-06-2020
.52999997,210204,01-06-2020
.60000002,210204,01-06-2020
.60000002,210204,01-06-2020
1.28,210204,01-06-2020
.60000002,210204,01-06-2020
1.3,210204,01-06-2020
1.28,210204,01-06-2020
.63,210204,01-06-2020
1,210204,01-06-2020
.52999997,210204,01-06-2020
1.28,210204,01-06-2020
.44999999,210204,01-06-2020
.52999997,210204,01-06-2020
.60000002,210204,01-06-2020
1,210204,01-06-2020
.63,210204,01-06-2020
1.28,210204,01-06-2020
.55000001,210204,01-06-2020
.63,210204,01-06-2020
.52999997,210204,01-06-2020
.52999997,210204,01-06-2020
.52999997,210204,01-06-2020
1.28,210204,01-06-2020
.60000002,210204,01-06-2020
1.28,210204,01-06-2020
1.28,210204,01-06-2020
1.3,210204,01-06-2020
1,210204,01-06-2020
.63,210204,01-06-2020
.55000001,210204,01-06-2020
.63,210204,01-06-2020
1.55,210204,01-06-2020
1.5,210204,01-06-2020
.60000002,210204,01-06-2020
.60000002,210204,01-06-2020
1,210204,01-06-2020
1,210204,01-06-2020
1.3,210204,01-06-2020
1.28,210204,01-06-2020
.55000001,210204,01-07-2020
.60000002,210204,01-07-2020
1,210204,01-07-2020
.60000002,210204,01-07-2020
1.3,210204,01-07-2020
.60000002,210204,01-07-2020
1.5,210204,01-07-2020
1.3,210204,01-07-2020
.44999999,210204,01-07-2020
.52999997,210204,01-07-2020
1,210204,01-07-2020
.63,210204,01-07-2020
1.28,210204,01-07-2020
.52999997,210204,01-07-2020
1.28,210204,01-07-2020
.44999999,210204,01-07-2020
1,210204,01-07-2020
.60000002,210204,01-07-2020
.44999999,210204,01-07-2020
.52999997,210204,01-07-2020
.44999999,210204,01-07-2020
1.55,210204,01-07-2020
1,210204,01-07-2020
.44999999,210204,01-07-2020
1.28,210204,01-07-2020
.52999997,210204,01-07-2020
.55000001,210204,01-07-2020
.55000001,210204,01-07-2020
1.1900001,210204,01-07-2020
1.55,210204,01-07-2020
.63,210204,01-07-2020
1.5,210204,01-07-2020
.60000002,210204,01-07-2020
.52999997,210204,01-07-2020
.60000002,210204,01-07-2020
1,210204,01-07-2020
.60000002,210204,01-07-2020
.60000002,210204,01-07-2020
.44999999,210204,01-07-2020
1.55,210204,01-07-2020
.52999997,210204,01-07-2020
.55000001,210204,01-07-2020
.52999997,210204,01-07-2020
1.5,210204,01-07-2020
1,210204,01-07-2020
.52999997,210204,01-07-2020
.52999997,210204,01-07-2020
1,210204,01-07-2020
1.3,210204,01-07-2020
.52999997,210204,01-07-2020
.63,210204,01-07-2020
.44999999,210204,01-07-2020
.55000001,210204,01-07-2020
1.3,210204,01-07-2020
1.55,210204,01-07-2020
.52999997,210204,01-07-2020
1.55,210204,01-07-2020
1.55,210204,01-07-2020
1.5,210204,01-07-2020
1.3,210204,01-07-2020
1.55,210204,01-07-2020
.60000002,210204,01-07-2020
.52999997,210204,01-07-2020
1,210204,01-07-2020
.60000002,210204,01-07-2020
.55000001,210204,01-07-2020
1,210204,01-07-2020
.52999997,210204,01-07-2020
1.28,210204,01-07-2020
.60000002,210204,01-07-2020
.55000001,210204,01-07-2020
.63,210204,01-07-2020
1.55,210204,01-07-2020
.63,210204,01-07-2020
.60000002,210204,01-07-2020
.44999999,210204,01-07-2020
1,210204,01-07-2020
1,210204,01-07-2020
1.28,210204,01-07-2020
.55000001,210204,01-07-2020
1,210204,01-07-2020
.52999997,210204,01-07-2020
.60000002,210204,01-07-2020
.60000002,210204,01-07-2020
.2,210204,01-07-2020
1.55,210204,01-07-2020
.52999997,210204,01-07-2020
.44999999,210204,01-07-2020
1.5,210204,01-07-2020
.52999997,210204,01-07-2020
.52999997,210204,01-07-2020
1,210204,01-07-2020
.60000002,210204,01-07-2020
1,210204,01-07-2020
1.28,210204,01-07-2020
.60000002,210204,01-07-2020
1.55,210204,01-07-2020
1.28,210204,01-07-2020
.63,210204,01-07-2020
1,210204,01-07-2020
1.55,210204,01-07-2020
1.3,210204,01-07-2020
.52999997,210204,01-07-2020
.55000001,210204,01-07-2020
.55000001,210204,01-07-2020
1.55,210204,01-07-2020
.52999997,210204,01-07-2020
1.3,210204,01-07-2020
1.5,210204,01-07-2020
1.28,210204,01-07-2020
.63,210204,01-07-2020
1.55,210204,01-07-2020
1.28,210204,01-07-2020
1.5,210204,01-07-2020
1.28,210204,01-07-2020
.52999997,210204,01-07-2020
.55000001,210204,01-07-2020
.52999997,210204,01-07-2020
.52999997,210204,01-07-2020
1.3,210204,01-07-2020
.69999999,210204,01-07-2020
.60000002,210204,01-07-2020
1.5,210204,01-07-2020
1.28,210204,01-07-2020
1.55,210204,01-07-2020
.52999997,210204,01-07-2020
1.28,210204,01-07-2020
1,210204,01-07-2020
.55000001,210204,01-07-2020
.55000001,210204,01-07-2020
.63,210204,01-07-2020
1.28,210204,01-07-2020
.52999997,210204,01-07-2020
.52999997,210204,01-07-2020
1.55,210204,01-07-2020
.63,210204,01-07-2020
1.5,210204,01-07-2020
1.55,210204,01-07-2020
.44999999,210204,01-07-2020
.63,210204,01-07-2020
1.5,210204,01-07-2020
1.3,210204,01-07-2020
.63,210204,01-07-2020
1,210204,01-07-2020
1.55,210204,01-07-2020
1.28,210204,01-07-2020
.52999997,210204,01-07-2020
1,210204,01-07-2020
.55000001,210204,01-07-2020
1.5,210204,01-07-2020
.52999997,210204,01-07-2020
.52999997,210204,01-07-2020
1.3,210204,01-07-2020
1.3,210204,01-07-2020
1.28,210204,01-07-2020
1.55,210204,01-07-2020
.60000002,210204,01-07-2020
.63,210204,01-07-2020
1.55,210204,01-07-2020
1.55,210204,01-07-2020
1.55,210204,01-07-2020
.52999997,210204,01-07-2020
.52999997,210204,01-07-2020
.63,210204,01-07-2020
.63,210204,01-07-2020
.44999999,210204,01-07-2020
.52999997,210204,01-07-2020
.60000002,210204,01-07-2020
.44999999,210204,01-07-2020
.60000002,210204,01-07-2020
.52999997,210204,01-07-2020
.63,210204,01-07-2020
1.3,210204,01-07-2020
.60000002,210204,01-07-2020
.63,210204,01-07-2020
.52999997,210204,01-07-2020
1.55,210204,01-07-2020
.52999997,210204,01-07-2020
.60000002,210204,01-07-2020
.63,210204,01-07-2020
.55000001,210204,01-07-2020
.63,210204,01-07-2020
.60000002,210204,01-07-2020
.52999997,210204,01-07-2020
1.55,210204,01-07-2020
1.55,210204,01-07-2020
1.28,210204,01-07-2020
1.5,210204,01-07-2020
1.55,210204,01-07-2020
1.55,210204,01-07-2020
.52999997,210204,01-07-2020
1.28,210204,01-07-2020
1.5,210204,01-07-2020
1.55,210204,01-07-2020
.52999997,210204,01-07-2020
.52999997,210204,01-07-2020
1.28,210204,01-07-2020
.55000001,210204,01-07-2020
.52999997,210204,01-07-2020
1.3,210204,01-07-2020
.52999997,210204,01-07-2020
1.3,210204,01-07-2020
.52999997,210204,01-07-2020
.52999997,210204,01-07-2020
.52999997,210204,01-07-2020
1.28,210204,01-07-2020
.52999997,210204,01-07-2020
.55000001,210204,01-07-2020
1.3,210204,01-07-2020
.55000001,210204,01-07-2020
1.28,210204,01-07-2020
1.28,210204,01-07-2020
.55000001,210204,01-07-2020
.52999997,210204,01-07-2020
1,210204,01-07-2020
.60000002,210204,01-07-2020
1.5,210204,01-07-2020
.52999997,210204,01-08-2020
.52999997,210204,01-08-2020
.63,210204,01-08-2020
1.28,210204,01-08-2020
.55000001,210204,01-08-2020
.41999999,210204,01-08-2020
.44999999,210204,01-08-2020
1.28,210204,01-08-2020
.60000002,210204,01-08-2020
.52999997,210204,01-08-2020
.60000002,210204,01-08-2020
.85000002,210204,01-08-2020
.88999999,210204,01-08-2020
.63,210204,01-08-2020
.55000001,210204,01-08-2020
.52999997,210204,01-08-2020
.64999998,210204,01-08-2020
.85000002,210204,01-08-2020
1.3,210204,01-08-2020
1.5,210204,01-08-2020
1.55,210204,01-08-2020
.63,210204,01-08-2020
.52999997,210204,01-08-2020
.52999997,210204,01-08-2020
1,210204,01-08-2020
1.3,210204,01-08-2020
.52999997,210204,01-08-2020
1.28,210204,01-08-2020
.85000002,210204,01-08-2020
1.28,210204,01-08-2020
1.28,210204,01-08-2020
.55000001,210204,01-08-2020
1,210204,01-08-2020
.63,210204,01-08-2020
.64999998,210204,01-08-2020
.60000002,210204,01-08-2020
.44999999,210204,01-08-2020
1.3,210204,01-08-2020
.55000001,210204,01-08-2020
.60000002,210204,01-08-2020
.63,210204,01-08-2020
.60000002,210204,01-08-2020
1.55,210204,01-08-2020
.52999997,210204,01-08-2020
1,210204,01-08-2020
1.28,210204,01-08-2020
.52999997,210204,01-08-2020
.55000001,210204,01-08-2020
.52999997,210204,01-08-2020
.64999998,210204,01-08-2020
1.28,210204,01-08-2020
.85000002,210204,01-08-2020
.60000002,210204,01-08-2020
.60000002,210204,01-08-2020
.60000002,210204,01-08-2020
.52999997,210204,01-08-2020
1.5,210204,01-08-2020
1.28,210204,01-08-2020
1.5,210204,01-08-2020
.60000002,210204,01-08-2020
.60000002,210204,01-08-2020
.52999997,210204,01-08-2020
.63,210204,01-08-2020
1,210204,01-08-2020
.85000002,210204,01-08-2020
.52999997,210204,01-08-2020
.85000002,210204,01-08-2020
1,210204,01-08-2020
.52999997,210204,01-08-2020
.85000002,210204,01-08-2020
1.28,210204,01-08-2020
.44999999,210204,01-08-2020
.52999997,210204,01-08-2020
.55000001,210204,01-08-2020
.85000002,210204,01-08-2020
.60000002,210204,01-08-2020
1.28,210204,01-08-2020
1.3,210204,01-08-2020
.52999997,210204,01-08-2020
.63,210204,01-08-2020
1,210204,01-08-2020
.44999999,210204,01-08-2020
.85000002,210204,01-08-2020
.60000002,210204,01-08-2020
.60000002,210204,01-08-2020
1,210204,01-08-2020
1,210204,01-08-2020
1.5,210204,01-08-2020
.64999998,210204,01-08-2020
1.5,210204,01-08-2020
.64999998,210204,01-08-2020
1,210204,01-08-2020
.63,210204,01-08-2020
.60000002,210204,01-08-2020
.52999997,210204,01-08-2020
.55000001,210204,01-08-2020
.55000001,210204,01-08-2020
.63,210204,01-08-2020
1.55,210204,01-08-2020
1.3,210204,01-08-2020
.52999997,210204,01-08-2020
.44999999,210204,01-08-2020
1.28,210204,01-08-2020
1.55,210204,01-08-2020
.52999997,210204,01-08-2020
.63,210204,01-08-2020
.55000001,210204,01-08-2020
1.55,210204,01-08-2020
.85000002,210204,01-08-2020
1.5,210204,01-08-2020
.85000002,210204,01-08-2020
1.3,210204,01-08-2020
.28999999,210204,01-08-2020
.85000002,210204,01-08-2020
.55000001,210204,01-08-2020
1.28,210204,01-08-2020
.85000002,210204,01-08-2020
.85000002,210204,01-08-2020
1.28,210204,01-08-2020
.60000002,210204,01-08-2020
.55000001,210204,01-08-2020
.52999997,210204,01-08-2020
.60000002,210204,01-08-2020
.60000002,210204,01-08-2020
.52999997,210204,01-08-2020
1.4,210204,01-08-2020
1.55,210204,01-08-2020
1.55,210204,01-08-2020
.60000002,210204,01-08-2020
.63,210204,01-08-2020
1,210204,01-08-2020
.52999997,210204,01-08-2020
.52999997,210204,01-08-2020
1.55,210204,01-08-2020
.52999997,210204,01-08-2020
.85000002,210204,01-08-2020
.55000001,210204,01-08-2020
.60000002,210204,01-08-2020
1.55,210204,01-08-2020
.44999999,210204,01-08-2020
.60000002,210204,01-08-2020
1.3,210204,01-08-2020
1,210204,01-08-2020
1.28,210204,01-08-2020
.52999997,210204,01-08-2020
.63,210204,01-08-2020
1.3,210204,01-08-2020
.44999999,210204,01-08-2020
.60000002,210204,01-08-2020
1,210204,01-08-2020
.85000002,210204,01-08-2020
.66000003,210204,01-08-2020
.52999997,210204,01-08-2020
.85000002,210204,01-08-2020
.58999997,210204,01-08-2020
.52999997,210204,01-08-2020
1.55,210204,01-08-2020
.64999998,210204,01-08-2020
.60000002,210204,01-08-2020
.52999997,210204,01-08-2020
.52999997,210204,01-08-2020
.60000002,210204,01-08-2020
.28999999,210204,01-08-2020
1.55,210204,01-08-2020
1.55,210204,01-08-2020
.60000002,210204,01-08-2020
.60000002,210204,01-08-2020
.52999997,210204,01-08-2020
.52999997,210204,01-08-2020
.63,210204,01-08-2020
.28999999,210204,01-08-2020
1.5,210204,01-08-2020
.60000002,210204,01-08-2020
.55000001,210204,01-08-2020
.85000002,210204,01-08-2020
1.28,210204,01-08-2020
.52999997,210204,01-08-2020
1,210204,01-08-2020
1.5,210204,01-08-2020
.52999997,210204,01-08-2020
1.3,210204,01-08-2020
1.3,210204,01-08-2020
1.5,210204,01-08-2020
1,210204,01-08-2020
.66000003,210204,01-08-2020
1.3,210204,01-08-2020
.85000002,210204,01-08-2020
.85000002,210204,01-08-2020
.52999997,210204,01-08-2020
1.55,210204,01-08-2020
.44999999,210204,01-08-2020
.60000002,210204,01-08-2020
.66000003,210204,01-08-2020
.63,210204,01-08-2020
1.3,210204,01-08-2020
.52999997,210204,01-08-2020
.55000001,210204,01-08-2020
.60000002,210204,01-08-2020
.52999997,210204,01-08-2020
1,210204,01-08-2020
1.3,210204,01-08-2020
1.55,210204,01-08-2020
.44999999,210204,01-08-2020
.52999997,210204,01-08-2020
.52999997,210204,01-08-2020
.52999997,210204,01-08-2020
.44999999,210204,01-08-2020
.60000002,210204,01-08-2020
.55000001,210204,01-08-2020
.52999997,210204,01-08-2020
1,210204,01-08-2020
.85000002,210204,01-08-2020
1.5,210204,01-08-2020
1,210204,01-08-2020
1.5,210204,01-08-2020
.52999997,210204,01-08-2020
1,210204,01-08-2020
.44999999,210204,01-08-2020
.85000002,210204,01-08-2020
.60000002,210204,01-08-2020
.60000002,210204,01-08-2020
.60000002,210204,01-08-2020
.44999999,210204,01-09-2020
.44999999,210204,01-09-2020
.60000002,210204,01-09-2020
.63,210204,01-09-2020
1,210204,01-09-2020
.85000002,210204,01-09-2020
1.55,210204,01-09-2020
1,210204,01-09-2020
.60000002,210204,01-09-2020
.75,210204,01-09-2020
.55000001,210204,01-09-2020
.44999999,210204,01-09-2020
.58999997,210204,01-09-2020
.44999999,210204,01-09-2020
.52999997,210204,01-09-2020
.44999999,210204,01-09-2020
1,210204,01-09-2020
.85000002,210204,01-09-2020
.44999999,210204,01-09-2020
1.55,210204,01-09-2020
1.3,210204,01-09-2020
1,210204,01-09-2020
.52999997,210204,01-09-2020
1.3,210204,01-09-2020
.60000002,210204,01-09-2020
.52999997,210204,01-09-2020
.75,210204,01-09-2020
.75,210204,01-09-2020
.85000002,210204,01-09-2020
.55000001,210204,01-09-2020
.52999997,210204,01-09-2020
1,210204,01-09-2020
.52999997,210204,01-09-2020
.52999997,210204,01-09-2020
1,210204,01-09-2020
.60000002,210204,01-09-2020
1.3,210204,01-09-2020
.64999998,210204,01-09-2020
.52999997,210204,01-09-2020
.52999997,210204,01-09-2020
.66000003,210204,01-09-2020
.63,210204,01-09-2020
1.5,210204,01-09-2020
1,210204,01-09-2020
.52999997,210204,01-09-2020
.60000002,210204,01-09-2020
.44999999,210204,01-09-2020
.63,210204,01-09-2020
.85000002,210204,01-09-2020
1.5,210204,01-09-2020
.60000002,210204,01-09-2020
.52999997,210204,01-09-2020
.52999997,210204,01-09-2020
.55000001,210204,01-09-2020
1,210204,01-09-2020
1.55,210204,01-09-2020
.52999997,210204,01-09-2020
.60000002,210204,01-09-2020
.75,210204,01-09-2020
.66000003,210204,01-09-2020
.52999997,210204,01-09-2020
.52999997,210204,01-09-2020
1.3,210204,01-09-2020
.60000002,210204,01-09-2020
1,210204,01-09-2020
1.5,210204,01-09-2020
.69,210204,01-09-2020
.52999997,210204,01-09-2020
1.55,210204,01-09-2020
.52999997,210204,01-09-2020
.60000002,210204,01-09-2020
.63,210204,01-09-2020
1,210204,01-09-2020
.44999999,210204,01-09-2020
1,210204,01-09-2020
1,210204,01-09-2020
.44999999,210204,01-09-2020
1.3,210204,01-09-2020
.41999999,210204,01-09-2020
1.3,210204,01-09-2020
1.4,210204,01-09-2020
.60000002,210204,01-09-2020
1,210204,01-09-2020
.60000002,210204,01-09-2020
.44999999,210204,01-09-2020
.52999997,210204,01-09-2020
.60000002,210204,01-09-2020
1,210204,01-09-2020
1.3,210204,01-09-2020
1.5,210204,01-09-2020
.28999999,210204,01-09-2020
.63,210204,01-09-2020
.44999999,210204,01-09-2020
1,210204,01-09-2020
.44999999,210204,01-09-2020
.44999999,210204,01-09-2020
.55000001,210204,01-09-2020
.60000002,210204,01-09-2020
.60000002,210204,01-09-2020
.66000003,210204,01-09-2020
.63,210204,01-09-2020
.85000002,210204,01-09-2020
.60000002,210204,01-09-2020
.52999997,210204,01-09-2020
1.5,210204,01-09-2020
1,210204,01-09-2020
1,210204,01-09-2020
.44999999,210204,01-09-2020
.75,210204,01-09-2020
1,210204,01-09-2020
.52999997,210204,01-09-2020
.75,210204,01-09-2020
1.55,210204,01-09-2020
1.55,210204,01-09-2020
1,210204,01-09-2020
1,210204,01-09-2020
.52999997,210204,01-09-2020
.44999999,210204,01-09-2020
1,210204,01-09-2020
1.5,210204,01-09-2020
.52999997,210204,01-09-2020
.60000002,210204,01-09-2020
1.3,210204,01-09-2020
.52999997,210204,01-09-2020
.63,210204,01-09-2020
.55000001,210204,01-09-2020
.44999999,210204,01-09-2020
.52999997,210204,01-09-2020
1.5,210204,01-09-2020
.52999997,210204,01-09-2020
.85000002,210204,01-09-2020
1,210204,01-09-2020
.52999997,210204,01-09-2020
.63,210204,01-09-2020
.75,210204,01-09-2020
.85000002,210204,01-09-2020
.63,210204,01-09-2020
1,210204,01-09-2020
.55000001,210204,01-09-2020
1,210204,01-09-2020
.85000002,210204,01-09-2020
.60000002,210204,01-09-2020
.52999997,210204,01-09-2020
.75,210204,01-09-2020
.63,210204,01-09-2020
.60000002,210204,01-09-2020
.55000001,210204,01-09-2020
.60000002,210204,01-09-2020
.44999999,210204,01-09-2020
.64999998,210204,01-09-2020
.60000002,210204,01-09-2020
.60000002,210204,01-09-2020
.52999997,210204,01-09-2020
.63,210204,01-09-2020
.60000002,210204,01-09-2020
1.1,210204,01-09-2020
.63,210204,01-09-2020
1.55,210204,01-09-2020
.63,210204,01-09-2020
.85000002,210204,01-09-2020
.60000002,210204,01-09-2020
.55000001,210204,01-09-2020
.28999999,210204,01-09-2020
1.5,210204,01-09-2020
1,210204,01-09-2020
.60000002,210204,01-09-2020
.52999997,210204,01-09-2020
.44999999,210204,01-09-2020
1.3,210204,01-09-2020
.52999997,210204,01-09-2020
.44999999,210204,01-09-2020
.52999997,210204,01-09-2020
1,210204,01-09-2020
.52999997,210204,01-09-2020
1,210204,01-09-2020
1.55,210204,01-09-2020
.60000002,210204,01-09-2020
.52999997,210204,01-09-2020
.75,210204,01-09-2020
1,210204,01-09-2020
.52999997,210204,01-09-2020
.52999997,210204,01-09-2020
1.55,210204,01-09-2020
.28999999,210204,01-09-2020
.52999997,210204,01-09-2020
.60000002,210204,01-09-2020
.75,210204,01-09-2020
1.3,210204,01-09-2020
.44999999,210204,01-09-2020
1.3,210204,01-09-2020
.75,210204,01-09-2020
1,210204,01-09-2020
.64999998,210204,01-09-2020
.52999997,210204,01-09-2020
.52999997,210204,01-09-2020
.60000002,210204,01-09-2020
1.5,210204,01-09-2020
1,210204,01-09-2020
1,210204,01-09-2020
.60000002,210204,01-09-2020
1.3,210204,01-09-2020
.52999997,210204,01-09-2020
1.28,210204,01-09-2020
1.3,210204,01-09-2020
1.55,210204,01-09-2020
1.5,210204,01-09-2020
.44999999,210204,01-09-2020
.85000002,210204,01-09-2020
1.5,210204,01-09-2020
.52999997,210204,01-09-2020
1,210204,01-09-2020
1.55,210204,01-09-2020
1,210204,01-09-2020
.60000002,210204,01-09-2020
.52999997,210204,01-09-2020
.63,210204,01-09-2020
1.55,210204,01-09-2020
1.55,210204,01-09-2020
.60000002,210204,01-09-2020
1,210204,01-09-2020
.85000002,210204,01-09-2020
.60000002,210204,01-09-2020
.64999998,210204,01-09-2020
1,210204,01-09-2020
.50999999,210204,01-09-2020
.44999999,210204,01-09-2020
.55000001,210204,01-10-2020
1,210204,01-10-2020
.63,210204,01-10-2020
.55000001,210204,01-10-2020
1,210204,01-10-2020
1.5,210204,01-10-2020
.52999997,210204,01-10-2020
.44999999,210204,01-10-2020
.44999999,210204,01-10-2020
.5,210204,01-10-2020
.28999999,210204,01-10-2020
1,210204,01-10-2020
.44999999,210204,01-10-2020
.44999999,210204,01-10-2020
1.5,210204,01-10-2020
.63,210204,01-10-2020
1.55,210204,01-10-2020
1,210204,01-10-2020
.44999999,210204,01-10-2020
1.5,210204,01-10-2020
.63,210204,01-10-2020
1,210204,01-10-2020
.55000001,210204,01-10-2020
.63,210204,01-10-2020
.63,210204,01-10-2020
